,OBJECTID *,address,zip,lat,long,neighborhood,status,NTA2020,NTAName,NTAAbbrev,CDTA2020,CDTAName,NTAType
65,66,"24-49 33rd st apt 1f, astoria, ny 11102 11102",11102,40.770388,-73.915354,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
66,67,"20-24 47th st apt 3, astoria, ny 11105 11105",11105,40.772983,-73.898263,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
67,68,"216-23 hillside ave, queens village, ny 11427 11427",11427,40.728036,-73.747966,Southeast Queens,Inconclusive,QN1303,Queens Village,QnsVlg,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),0
68,69,"655 hancock street, brooklyn, ny, 11233 11233",11233,40.685131,-73.928898,Central Brooklyn,No Claim,BK0302,Bedford-Stuyvesant (East),BdSty_E,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
69,70,"265 74th street, apt c4, brooklyn, ny, 11209 11209",11209,40.632468,-74.028161,Southwest Brooklyn,No Claim,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
70,71,"511 west 167th street, new york, ny, 10032 10032",10032,40.839841,-73.938141,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
71,72,"2018 fifth avenue, new york, ny, 10035 10035",10035,40.806362,-73.942678,East Harlem,Inconclusive,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
72,73,"532 west 159th street, new york, ny, 10032 10032",10032,40.834544,-73.942724,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
73,74,"345 west 85th street, new york, ny, 10024 10024",10024,40.789046,-73.979688,Upper West Side,Inconclusive,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),0
74,75,"307 west 106th street, new york, ny, 10025  10025",10025,40.802135,-73.968995,Upper West Side,Claim,MN0703,Upper West Side-Manhattan Valley,UWS_MnVly,MN07,MN07 Upper West Side (CD 7 Approximation),0
75,76,"347 west 122nd street, new york, ny, 10027 10027",10027,40.809252,-73.954485,Central Harlem,No Claim,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
76,77,"2059 mc graw avenue, apt 9d, bronx, ny, 10462 10462",10462,40.835746,-73.856202,Southeast Bronx,No Claim,BX0904,Parkchester,Pkchstr,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),0
77,78,"1020 grand concourse, apt 19b, bronx, ny, 10451 10451",10451,40.830122,-73.920261,High Bridge and Morrisania,No Claim,BX0401,Concourse-Concourse Village,Cncrs,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),0
78,79,"45 ocean road, apt 2, staten island, ny, 10308 10308",10308,40.547989,-74.143838,South Shore,Inconclusive,SI0302,Great Kills-Eltingville,GrtKls_Evl,SI03,SI03 South Shore (CD 3 Approximation),0
79,80,"89 mills avenue, apt 1, staten island, ny, 10305 10305",10305,40.59522,-74.067442,Stapleton and St. George,No Claim,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,Grsmr_SBch,SI02,SI02 Mid-Island (CD 2 Approximation),0
80,81,"1356 clove road, apt 2, staten island, ny, 10301 10301",10301,40.614279,-74.101941,Stapleton and St. George,Inconclusive,SI0105,Westerleigh-Castleton Corners,Wstrlgh,SI01,SI01 North Shore (CD 1 Equivalent),0
81,82,"180 hamden avenue, apt 2, staten island, ny, 10306 10306",10306,40.580124,-74.103189,South Shore,No Claim,SI0202,New Dorp-Midland Beach,NwDrp_MBch,SI02,SI02 Mid-Island (CD 2 Approximation),0
82,83,"550 40th st apt 3b brooklyn, ny 11232  11232",11232,40.649774,-74.003319,Sunset Park,Inconclusive,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
83,84,"5913 18th ave apt 2 brooklyn, ny 11204 11204",11204,40.622254,-73.98684,Borough Park,No Claim,BK1204,Mapleton-Midwood (West),Mpltn,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
84,85,"1407 herkimer st apt 3 brooklyn, ny 11233 11233",11233,40.677438,-73.906841,Central Brooklyn,Inconclusive,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
85,86,"110 e 53rd st apt 2b brooklyn, ny 11203 11203",11203,40.657528,-73.928329,Flatbush,No Claim,BK1703,East Flatbush-Rugby,EFb_Rgby,BK17,BK17 East Flatbush (CD 17 Approximation),0
86,87,"71 cooper street apt 2a, new york, ny, 10034 10034",10034,40.868069,-73.922273,Inwood and Washington Heights,Inconclusive,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
87,88,"129 w 116th st unit 2a, new york, ny 10026 10026",10026,40.802708,-73.950882,Central Harlem,No Claim,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
88,89,"555 west 156th street apt 5h, new york, ny, 10032 10032",10032,40.833259,-73.944484,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
89,90,"206 audubon avenue apt 42, new york, ny, 10033 10033",10033,40.845285,-73.935228,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
90,91,143-29 barclay avenue #1a in flushing,11355,40.759485,-73.822443,North Queens,Inconclusive,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
91,92,40-40 79th street #c303 in elmhurst,11373,40.74642,-73.886837,West Queens,No Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
92,93,31-24 28th avenue #1 in astoria,11102,40.767796,-73.919204,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
93,94,22-39 35th street #2 n ditmars-steinway,11105,40.779713,-73.906316,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
94,95,"1685 morris avenue, bronx, ny, 10457 10457",10457,40.843917,-73.90972,Central Bronx,Inconclusive,BX0403,Mount Eden-Claremont (West),MtEdn,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),0
95,96,"1 east 213rd street, bronx, ny, 10467 10467",10467,40.885187,-73.878887,Bronx Park and Fordham,No Claim,BX0703,Norwood,Nrwd,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),0
96,97,"1886 eastern pkwy apt 2r brooklyn, ny 11233 11233",11233,40.67673,-73.907731,Central Brooklyn,Inconclusive,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
97,98,"78 herkimer st apt 402 brooklyn, ny 11216 11216",11216,40.679469,-73.950889,Central Brooklyn,No Claim,BK0301,Bedford-Stuyvesant (West),BdSty_W,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
98,99,31-52 45th street #2f in astoria,11103,40.764357,-73.923462,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
99,100,"7 w 119th st apt 1 new york, ny 10026 10026",10026,40.802911,-73.945461,Central Harlem,Inconclusive,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
100,101,"140 w 71st st apt 6d new york, ny 10023 10023",10023,40.77721,-73.980845,Upper West Side,No Claim,MN0701,Upper West Side-Lincoln Square,UWS_LclnSq,MN07,MN07 Upper West Side (CD 7 Approximation),0
101,102,"330 e 65th st apt 16 new york, ny 10065 10065",10065,40.763702,-73.960538,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
102,103,"8765 14th ave, brooklyn, ny 11228 11228",11228,40.609389,-74.014854,Southwest Brooklyn,No Claim,BK1102,Bath Beach,BthBch,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
103,104,"114 bay 49 st apt 5, brooklyn, ny 11214 11214",11214,40.587304,-73.986561,Southwest Brooklyn,Inconclusive,BK1301,Gravesend (South),Grvsnd_S,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0
104,105,"2470 w 1st st apt 2b, brooklyn, ny 11223 11223",11223,40.588963,-73.971111,Southern Brooklyn,Inconclusive,BK1301,Gravesend (South),Grvsnd_S,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0
105,106,57-50 myrtle avenue #3  in ridgewood,11385,40.700322,-73.901762,West Central Queens,No Claim,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
106,107,35-01 202nd street apt 2 in auburndale 11361,11361,40.76566,-73.787082,Northeast Queens,No Claim,QN1101,Auburndale,Abrndl,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),0
107,108,"509 w 170th st apt 23 new york, ny 10032 10032",10032,40.841614,-73.936751,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
108,109,"19-16 147th st, whitestone, ny 11357 11357",11357,40.78191,-73.819222,North Queens,Inconclusive,QN0702,Whitestone-Beechhurst,Whtstn,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
109,110,"236 beach 139 st apt 2, rockaway park, ny 11694 11694",11694,40.57378,-73.856355,Rockaways,No Claim,QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BrzyPt,QN14,QN14 The Rockaways (CD 14 Approximation),0
110,111,"15035 24th ave apt 1f, whitestone, ny 11357 11357",11357,40.777351,-73.814125,North Queens,Inconclusive,QN0702,Whitestone-Beechhurst,Whtstn,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
111,112,"90-15 86th rd apt 1b, woodhaven, ny 11421 11421",11421,40.694639,-73.854472,Southwest Queens,No Claim,QN0905,Woodhaven,Wdhvn,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),0
112,113,"140-32 franklin ave apt 5a, flushing, ny 11355 11355",11355,40.755911,-73.823466,North Queens,Inconclusive,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
113,114,"1128 lafayette ave apt 3, brooklyn, ny 11221 11221",11221,40.692735,-73.926418,Bushwick and Williamsburg,Inconclusive,BK0402,Bushwick (East),Bshwck_E,BK04,BK04 Bushwick (CD 4 Equivalent),0
114,115,"34-20 32nd st apt 5h, astoria, ny 11106 11106",11106,40.758851,-73.92699,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
115,116,"109-23 71st rd apt f, forest hills, ny 11375 11375",11375,40.721445,-73.842506,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
116,117,"33-22 29th st apt d2, astoria, ny 11106 11106",11106,40.761653,-73.928179,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
117,118,"43-01 broadway apt 3r, astoria, ny 11103 11103",11103,40.757944,-73.916357,Northwest Queens,No Claim,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
118,119,"736 riverside dr apt f new york, ny 10031 10031",10031,40.830827,-73.94931,Inwood and Washington Heights,Inconclusive,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
119,120,"910 riverside dr apt 4h new york, ny 10032 10032",10032,40.83836,-73.94589,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
120,121,"252 e 89th st apt 3b new york, ny 10128 10128",10128,40.779795,-73.950914,Upper East Side,Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
121,122,784 troy avenue #2b in east flatbush ,11203,40.654126,-73.936773,Flatbush,Inconclusive,BK1703,East Flatbush-Rugby,EFb_Rgby,BK17,BK17 East Flatbush (CD 17 Approximation),0
122,123,913 saint john's place #3b in crown heights,11216,40.669402,-73.942232,Central Brooklyn,Inconclusive,BK0901,Crown Heights (South),CrwnHts_S,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
123,124,916 madison street #2c in stuyvesant heights,11221,40.687973,-73.920697,Bushwick and Williamsburg,No Claim,BK0302,Bedford-Stuyvesant (East),BdSty_E,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
124,125,2325 foster avenue #b5 in ditmas park,11210,40.638144,-73.955132,Flatbush,No Claim,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
125,126,223 martense street #4l in flatbush,11226,40.651801,-73.951486,Flatbush,Inconclusive,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
126,127,"76-07 ditmars boulevard, east elmhurst, ny, 11370 11370",11370,40.768801,-73.893179,West Queens,No Claim,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
127,128,"23-47 30 drive apt 2f, astoria, ny, 11102 11102",11102,40.767185,-73.92626,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
128,129,"31-12 31st street, astoria, ny, 11106 11106",11106,40.764052,-73.924019,Northwest Queens,No Claim,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
129,130,"40-39 48th street apt d3, sunnyside, ny, 11104 11104",11104,40.7468,-73.915728,Northwest Queens,No Claim,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
130,131,"182-30 wexford terrace, jamaica, ny, 11432 11432",11432,40.714474,-73.780007,Jamaica,No Claim,QN0804,Jamaica Estates-Holliswood,JmcaEstts,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),0
131,132,"87-15 165th street, jamaica, ny, 11432 11432",11432,40.710451,-73.798206,Jamaica,Inconclusive,QN0805,Jamaica Hills-Briarwood,JmcaHls,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),0
132,133,"114-06 queens boulevard, forest hills, ny, 11375 11375",11375,40.716777,-73.835243,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
133,134,"72-61 113th street, forest hills, ny, 11375 11375",11375,40.720589,-73.835942,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
134,135,"609 west 186th street, apt 51, new york, ny, 10033 10033",10033,40.852813,-73.931925,Inwood and Washington Heights,No Claim,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
135,136,"648 west 158th street, apt 4b, new york, ny, 10032 10032",10032,40.835711,-73.94736,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
136,137,"77 seaman avenue, apt 4d, new york, ny, 10034 10034",10034,40.867859,-73.925121,Inwood and Washington Heights,Inconclusive,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
137,138,"1675 union street apt 3c,  brooklyn, ny, 11213 11213",11213,40.668184,-73.934708,Central Brooklyn,No Claim,BK0901,Crown Heights (South),CrwnHts_S,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
138,139,"250 74th street apt 4k, brooklyn, ny, 11209 11209",11209,40.63229,-74.028723,Southwest Brooklyn,No Claim,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
139,140,"220 east 18th street apt 9, brooklyn, ny, 11226 11226",11226,40.645865,-73.962662,Flatbush,Inconclusive,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
140,141,"316 rutland road apt c9, brooklyn, ny 11225 11225",11225,40.65935,-73.950152,Flatbush,No Claim,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
141,142,"9516 avenue k apt 1, brooklyn, ny, 11236 11236",11236,40.639472,-73.898068,Canarsie and Flatlands,No Claim,BK1803,Canarsie,Cnrsie,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),0
142,143,"1270 ovington ave apt 1
brooklyn, ny 11219 11219",11219,40.62426,-74.004053,Borough Park,Inconclusive,BK1002,Dyker Heights,DykrHts,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
143,144,"1064 64th st apt 3
brooklyn, ny 11219 11219",11219,40.629466,-74.006061,Borough Park,Inconclusive,BK1002,Dyker Heights,DykrHts,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
144,145," 1222 rogers ave apt 5d
brooklyn, ny 11226 11226",11226,40.640029,-73.951483,Flatbush,Inconclusive,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
145,146,"1563 eastern pkwy apt 2
brooklyn, ny 11233 11233",11233,40.671225,-73.916352,Central Brooklyn,Inconclusive,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
146,147,"318 e 9th st apt 1f
brooklyn, ny 11218 11218",11218,40.640774,-73.970376,Borough Park,No Claim,BK1203,Kensington,Knsngtn,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
147,148,"879 saint johns pl apt 6, brooklyn, ny 11216 11216",11216,40.671794,-73.949109,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
148,149,"548 52nd st apt 5
brooklyn, ny 11220 11220",11220,40.643078,-74.010417,Sunset Park,Inconclusive,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
149,150,"430 west 160th street, apt 3, new york, ny, 10032 10032",10032,40.834144,-73.939599,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
150,151,"300 ft washington avenue, apt 5b, new york, ny, 10032 10032",10032,40.84505,-73.940214,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
151,152,"601 west 174th street apt 1a, new york, ny, 10033 10033",10033,40.845039,-73.937384,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
152,153,"127 east 102nd street, apt 22, new york, ny, 10029 10029",10029,40.79,-73.948312,East Harlem,No Claim,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),0
153,154,"517 west 135th street, apt 33, new york, ny, 10031 10031",10031,40.819673,-73.953382,Inwood and Washington Heights,Inconclusive,MN0902,Manhattanville-West Harlem,Mnhttnvl,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
154,155,"531 west 151st street, apt 32, new york, ny, 10031 10031",10031,40.829904,-73.94643,Inwood and Washington Heights,No Claim,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
155,156,"10 elizabeth street, apt 4, new york, ny, 10013 10013",10013,40.71572,-73.997264,Greenwich Village and Soho,Inconclusive,MN0301,Chinatown-Two Bridges,Chntwn,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),0
156,157,"6426 138th st apt gfl flushing, ny 11367 11367",11367,40.742005,-73.827876,Central Queens,No Claim,QN0706,Queensboro Hill,QnsboroHl,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
157,158,"102-55 67th rd apt 4x forest hills, ny 11375 11375",11375,40.727657,-73.849845,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
158,159,"63-95 austin st apt 2g rego park, ny 11374 11374",11374,40.727243,-73.863232,West Central Queens,Inconclusive,QN0601,Rego Park,RegoPk,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
159,160,"65-65 booth st apt 3 rego park, ny 11374 11374",11374,40.726873,-73.85782,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
160,161,"105-25 64th ave apt 2g forest hills, ny 11375 11375",11375,40.73285,-73.85105,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
161,162,"117 e 86th st apt 2j
brooklyn, ny 11236 11236",11236,40.648346,-73.919793,Canarsie and Flatlands,Inconclusive,BK1704,East Flatbush-Remsen Village,EFb_RmsnVl,BK17,BK17 East Flatbush (CD 17 Approximation),0
162,163,"641 e 84th st apt 1
brooklyn, ny 11236 11236",11236,40.639871,-73.91283,Canarsie and Flatlands,Inconclusive,BK1803,Canarsie,Cnrsie,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),0
163,164,"548 52nd st apt 6
brooklyn, ny 11220 11220",11220,40.643078,-74.010417,Sunset Park,Inconclusive,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
164,165,"106 clarkson ave apt 9r, brooklyn, ny 11226 11226",11226,40.654822,-73.95605,Flatbush,Inconclusive,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
165,166,"8712 15th ave apt 2f, brooklyn, ny 11228 11228",11228,40.609303,-74.012087,Southwest Brooklyn,Inconclusive,BK1102,Bath Beach,BthBch,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
